  
Weight percent  	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	  
  
   No. 	   SiO2  	   TiO2  	   Al2O3 	   FeO   	   MnO   	   MgO   	   CaO   	   Na2O  	   K2O   	   P2O5  	   Cr2O3 	   NiO   	  Total  	Comment   
   56  	100.6410 	  3.8775 	 16.2710 	  6.4020 	  0.3761 	  1.9160 	  7.1930 	 36.7980 	 21.1840 	  2.1044 	  0.0093 	 -0.0030 	196.7692 	GProbe Mitte Grid 010x011 Grid 020x021 
   58  	101.0910 	  3.9106 	 16.3520 	  6.3810 	  0.3312 	  1.8920 	  7.1860 	 37.1290 	 21.2680 	  1.9242 	  0.0000 	 -0.0090 	197.4559 	GProbe Mitte Grid 010x011 Grid 020x021 
   59  	100.5420 	  3.8923 	 16.2650 	  6.4610 	  0.3633 	  1.9310 	  7.1210 	 37.0500 	 21.1690 	  1.9755 	  0.0140 	  0.0053 	196.7894 	GProbe Mitte Grid 010x011 Grid 020x021 
   61  	100.2050 	  3.8788 	 16.2000 	  6.4130 	  0.3684 	  1.9130 	  7.1440 	 36.4270 	 21.2670 	  1.8507 	  0.0000 	  0.0105 	195.6773 	GProbe Mitte Grid 010x011 Grid 020x021 
   62  	 99.9770 	  3.8611 	 16.2030 	  6.4670 	  0.3456 	  1.8990 	  7.1410 	 36.8040 	 21.1150 	  2.0844 	  0.0186 	 -0.0090 	195.9066 	GProbe Mitte Grid 010x011 Grid 020x021 
   64  	100.2300 	  3.9016 	 16.2990 	  6.3800 	  0.3348 	  1.8800 	  7.2180 	 36.7120 	 21.3230 	  1.9784 	  0.0000 	  0.0017 	196.2585 	GProbe Mitte Grid 010x011 Grid 020x021 
   65  	100.1610 	  3.9003 	 16.1820 	  6.3820 	  0.3823 	  1.8900 	  7.1560 	 37.0090 	 21.2910 	  1.8896 	  0.0026 	 -0.0070 	196.2388 	GProbe Mitte Grid 010x011 Grid 020x021 
   67  	100.0820 	  3.9080 	 16.2130 	  6.3890 	  0.4200 	  1.8770 	  7.1710 	 36.8110 	 21.1440 	  2.0011 	  0.0000 	  0.0138 	196.0298 	GProbe Mitte Grid 010x011 Grid 020x021 
   68  	100.2780 	  3.9246 	 16.2800 	  6.5180 	  0.3415 	  1.9060 	  7.1460 	 37.0560 	 21.2160 	  1.8770 	  0.0262 	  0.0037 	196.5729 	GProbe Mitte Grid 010x011 Grid 020x021 
   70  	100.9520 	  3.9807 	 16.3420 	  6.5030 	  0.3374 	  1.9160 	  7.2650 	 37.0060 	 21.3900 	  1.8549 	  0.0035 	 -0.0110 	197.5394 	GProbe Mitte Grid 010x011 Grid 020x021 
   71  	101.0830 	  3.9429 	 16.4120 	  6.5480 	  0.3314 	  1.9310 	  7.2850 	 37.3690 	 21.3110 	  1.9810 	  0.0000 	 -0.0070 	198.1873 	GProbe Mitte Grid 010x011 Grid 020x021 
   73  	101.4620 	  3.9195 	 16.4810 	  6.4970 	  0.3717 	  1.9260 	  7.2810 	 36.6950 	 21.4620 	  2.0158 	  0.0000 	 -0.0110 	198.1000 	GProbe Mitte Grid 010x011 Grid 020x021 
   74  	101.1060 	  3.8989 	 16.4420 	  6.5070 	  0.3659 	  1.9430 	  7.2310 	 36.8890 	 21.4180 	  1.9814 	  0.0000 	  0.0063 	197.7885 	GProbe Mitte Grid 010x011 Grid 020x021 
   76  	100.8590 	  3.9369 	 16.4120 	  6.4290 	  0.3550 	  1.9250 	  7.3630 	 36.4300 	 21.4180 	  1.9126 	  0.0000 	  0.0318 	197.0723 	GProbe Mitte Grid 010x011 Grid 020x021 
   77  	100.6680 	  3.8808 	 16.3780 	  6.4630 	  0.3755 	  1.8800 	  7.2610 	 36.8390 	 21.3950 	  1.9018 	  0.0017 	 -0.0050 	197.0387 	GProbe Mitte Grid 010x011 Grid 020x021 
   79  	101.0920 	  3.8933 	 16.4130 	  6.4170 	  0.3796 	  1.9300 	  7.2010 	 36.9100 	 21.3710 	  1.9705 	  0.0096 	  0.0100 	197.5970 	GProbe Mitte Grid 010x011 Grid 020x021 
   80  	101.0310 	  3.8704 	 16.3710 	  6.3370 	  0.3661 	  1.8780 	  7.2410 	 36.7990 	 21.1210 	  1.9141 	  0.0000 	  0.0153 	196.9439 	GProbe Mitte Grid 010x011 Grid 020x021 
   82  	100.6500 	  3.8787 	 16.2120 	  6.3860 	  0.3608 	  1.8960 	  7.1950 	 36.5720 	 21.1510 	  1.9551 	  0.0300 	  0.0120 	196.2986 	GProbe Mitte Grid 010x011 Grid 020x021 
   83  	 99.6320 	  3.8082 	 16.1980 	  6.3920 	  0.4436 	  1.8570 	  7.2480 	 36.6310 	 21.0800 	  1.8739 	  0.0000 	 -0.0060 	195.1577 	GProbe Mitte Grid 010x011 Grid 020x021 
   85  	100.3010 	  3.8999 	 16.2160 	  6.3060 	  0.3145 	  1.9100 	  7.1180 	 36.5880 	 21.0970 	  1.9882 	  0.0142 	 -0.0040 	195.7488 	GProbe Mitte Grid 010x011 Grid 020x021 
   86  	100.0080 	  3.7988 	 16.2630 	  6.3940 	  0.3413 	  1.8690 	  7.1870 	 36.0330 	 21.2220 	  1.9717 	  0.0000 	 -0.0090 	195.0788 	GProbe Mitte Grid 010x011 Grid 020x021 
   88  	100.0690 	  3.8825 	 16.2260 	  6.4630 	  0.3936 	  1.9010 	  7.1590 	 36.8400 	 21.2050 	  1.9015 	  0.0052 	 -0.0270 	196.0188 	GProbe Mitte Grid 010x011 Grid 020x021 
   89  	100.7880 	  3.8701 	 16.3770 	  6.4790 	  0.3469 	  1.9630 	  7.2280 	 36.5600 	 21.2790 	  2.0034 	  0.0000 	 -0.0150 	196.8793 	GProbe Mitte Grid 010x011 Grid 020x021 
   91  	100.6750 	  3.9149 	 16.2770 	  6.4700 	  0.3408 	  1.9020 	  7.2480 	 36.9840 	 21.3240 	  1.9835 	  0.0000 	 -0.0070 	197.1122 	GProbe Mitte Grid 010x011 Grid 020x021 
   92  	100.8840 	  3.9018 	 16.3650 	  6.4770 	  0.3329 	  1.9040 	  7.2010 	 36.5440 	 21.3040 	  1.9955 	  0.0000 	  0.0171 	196.9263 	GProbe Mitte Grid 010x011 Grid 020x021 
   94  	100.7850 	  3.9257 	 16.3460 	  6.3800 	  0.4151 	  1.9070 	  7.2900 	 36.5690 	 21.2990 	  1.9341 	  0.0000 	 -0.0050 	196.8458 	GProbe Mitte Grid 010x011 Grid 020x021 
   95  	100.6810 	  3.8427 	 16.3910 	  6.4080 	  0.3812 	  1.9200 	  7.1730 	 36.6770 	 21.2480 	  1.9375 	  0.0000 	  0.0008 	196.6601 	GProbe Mitte Grid 010x011 Grid 020x021 
   97  	100.8090 	  3.8477 	 16.3840 	  6.4220 	  0.4021 	  1.9250 	  7.2520 	 36.7890 	 21.4560 	  1.9836 	  0.0155 	 -0.0110 	197.2749 	GProbe Mitte Grid 010x011 Grid 020x021 
   98  	100.8680 	  3.9218 	 16.2990 	  6.3890 	  0.2849 	  1.8970 	  7.2860 	 36.9060 	 21.2540 	  1.9449 	  0.0096 	 -0.0130 	197.0471 	GProbe Mitte Grid 010x011 Grid 020x021 
  100  	101.1830 	  3.9331 	 16.3440 	  6.3710 	  0.3975 	  1.9520 	  7.3380 	 38.7880 	 21.6170 	  2.0734 	  0.0000 	  0.0166 	200.0135 	GProbe Mitte Grid 010x011 Grid 020x021 
  101  	101.1340 	  3.9739 	 16.3330 	  6.3660 	  0.3785 	  1.9380 	  7.2150 	 39.4300 	 21.5930 	  2.0113 	  0.0000 	 -0.0160 	200.3567 	GProbe Mitte Grid 010x011 Grid 020x021 
  103  	101.6230 	  3.9148 	 16.3460 	  6.3380 	  0.3612 	  1.9160 	  7.2790 	 39.2080 	 21.5490 	  2.0324 	  0.0000 	  0.0025 	200.5699 	GProbe Mitte Grid 010x011 Grid 020x021 
  104  	100.8630 	  3.8644 	 16.2740 	  6.2850 	  0.3035 	  1.9100 	  7.1760 	 39.3550 	 21.5230 	  2.0942 	  0.0000 	  0.0101 	199.6581 	GProbe Mitte Grid 010x011 Grid 020x021 
  106  	100.7220 	  3.9238 	 16.3080 	  6.3810 	  0.3806 	  1.8770 	  7.2120 	 39.0630 	 21.4950 	  2.0391 	  0.0307 	 -0.0070 	199.4251 	GProbe Mitte Grid 010x011 Grid 020x021 
  107  	100.7640 	  3.9225 	 16.2860 	  6.4310 	  0.3550 	  1.9030 	  7.2170 	 39.0270 	 21.4660 	  1.9511 	  0.0161 	 -0.0150 	199.3237 	GProbe Mitte Grid 010x011 Grid 020x021 
  109  	100.6020 	  3.8824 	 16.2400 	  6.3640 	  0.3723 	  1.9210 	  7.1170 	 38.7640 	 21.2620 	  2.0556 	  0.0000 	 -0.0110 	198.5692 	GProbe Mitte Grid 010x011 Grid 020x021 
  110  	100.7620 	  3.9488 	 16.2590 	  6.3660 	  0.3639 	  1.8940 	  7.1870 	 38.8570 	 21.3190 	  2.0684 	  0.0000 	 -0.0240 	199.0011 	GProbe Mitte Grid 010x011 Grid 020x021 
  112  	100.4710 	  3.8559 	 16.2450 	  6.4290 	  0.3618 	  1.9520 	  7.1830 	 38.9960 	 21.2790 	  2.0395 	  0.0000 	  0.0008 	198.8130 	GProbe Mitte Grid 010x011 Grid 020x021 
  113  	101.2110 	  3.8807 	 16.2660 	  6.4060 	  0.3201 	  1.9030 	  7.2010 	 39.2050 	 21.4890 	  1.9843 	  0.0000 	  0.0070 	199.8731 	GProbe Mitte Grid 010x011 Grid 020x021 
  115  	101.6830 	  3.9151 	 16.3490 	  6.3480 	  0.3763 	  1.9410 	  7.2340 	 38.7010 	 21.4830 	  2.0810 	  0.0102 	  0.0038 	200.1253 	GProbe Mitte Grid 010x011 Grid 020x021 
  116  	101.2100 	  3.8898 	 16.3360 	  6.4050 	  0.3266 	  1.9140 	  7.2570 	 39.3600 	 21.4730 	  1.9980 	  0.0000 	  0.0141 	200.1835 	GProbe Mitte Grid 010x011 Grid 020x021 
  118  	101.2590 	  3.9257 	 16.3690 	  6.3080 	  0.3570 	  1.9330 	  7.2950 	 39.2130 	 21.4710 	  1.9960 	  0.0000 	 -0.0090 	200.1176 	GProbe Mitte Grid 010x011 Grid 020x021 
  119  	101.3690 	  3.9026 	 16.3870 	  6.3840 	  0.3760 	  1.9530 	  7.2760 	 38.8210 	 21.3040 	  2.0665 	  0.0000 	  0.0169 	199.8560 	GProbe Mitte Grid 010x011 Grid 020x021 
  121  	101.6390 	  3.8774 	 16.4220 	  6.3400 	  0.3555 	  1.9340 	  7.2390 	 38.8990 	 21.4670 	  2.0072 	  0.0000 	 -0.0210 	200.1591 	GProbe Mitte Grid 010x011 Grid 020x021 
  122  	101.3930 	  3.7870 	 16.3310 	  6.3690 	  0.3763 	  1.9070 	  7.4200 	 38.9380 	 21.4160 	  2.0212 	  0.0000 	 -0.0010 	199.9574 	GProbe Mitte Grid 010x011 Grid 020x021 
  124  	101.5380 	  3.8915 	 16.4250 	  6.3020 	  0.3069 	  1.9230 	  7.2650 	 39.3640 	 21.5470 	  2.0527 	  0.0023 	  0.0121 	200.6295 	GProbe Mitte Grid 010x011 Grid 020x021 
  125  	101.1490 	  3.9310 	 16.4170 	  6.3220 	  0.3181 	  1.9270 	  7.1340 	 39.2200 	 21.7760 	  2.0745 	  0.0360 	  0.0146 	200.3192 	GProbe Mitte Grid 010x011 Grid 020x021 
  127  	101.2080 	  3.9399 	 16.3540 	  6.2840 	  0.3515 	  1.8940 	  7.2580 	 39.1920 	 21.4800 	  1.9835 	  0.0094 	  0.0290 	199.9832 	GProbe Mitte Grid 010x011 Grid 020x021 
  128  	101.0780 	  3.8986 	 16.3380 	  6.2940 	  0.2786 	  1.9340 	  7.1850 	 38.9240 	 21.5420 	  1.9765 	  0.0439 	  0.0234 	199.5160 	GProbe Mitte Grid 010x011 Grid 020x021 
  130  	100.3050 	  3.8552 	 16.2930 	  6.4430 	  0.3462 	  1.9350 	  7.2380 	 38.5660 	 21.2650 	  1.8929 	  0.0000 	 -0.0020 	198.1373 	GProbe Mitte Grid 010x011 Grid 020x021 
  131  	100.4170 	  3.7893 	 16.2390 	  6.3960 	  0.3452 	  1.8850 	  7.3270 	 39.1180 	 21.2580 	  2.0516 	  0.0000 	 -0.0170 	198.8090 	GProbe Mitte Grid 010x011 Grid 020x021 
  133  	100.5770 	  3.8844 	 16.2500 	  6.3080 	  0.3101 	  1.9060 	  7.2140 	 38.6760 	 21.4570 	  1.8957 	  0.0000 	  0.0003 	198.4785 	GProbe Mitte Grid 010x011 Grid 020x021 
  134  	100.7540 	  3.8811 	 16.3340 	  6.3090 	  0.3460 	  1.9390 	  7.2690 	 39.0690 	 21.3300 	  1.9767 	  0.0000 	 -0.0030 	199.2047 	GProbe Mitte Grid 010x011 Grid 020x021 
  136  	101.0080 	  3.8957 	 16.3040 	  6.2740 	  0.3787 	  1.9110 	  7.3380 	 39.0610 	 21.4300 	  2.0463 	  0.0000 	 -0.0070 	199.6396 	GProbe Mitte Grid 010x011 Grid 020x021 
  137  	101.2100 	  3.8535 	 16.3090 	  6.3800 	  0.3921 	  1.9090 	  7.1690 	 38.9790 	 21.5520 	  2.0543 	  0.0000 	 -0.0120 	199.7959 	GProbe Mitte Grid 010x011 Grid 020x021 
  139  	101.1920 	  3.8661 	 16.3470 	  6.3930 	  0.3797 	  1.9040 	  7.2630 	 38.6000 	 21.4340 	  2.1064 	  0.0000 	  0.0227 	199.5079 	GProbe Mitte Grid 010x011 Grid 020x021 
  140  	101.3260 	  3.9051 	 16.4240 	  6.3250 	  0.3844 	  1.8980 	  7.3030 	 39.0740 	 21.4930 	  2.0468 	  0.0000 	  0.0003 	200.1795 	GProbe Mitte Grid 010x011 Grid 020x021 
  142  	101.5140 	  3.8895 	 16.3650 	  6.4010 	  0.3701 	  1.9490 	  7.3170 	 39.1190 	 21.5830 	  2.0274 	  0.0402 	  0.0316 	200.6068 	GProbe Mitte Grid 010x011 Grid 020x021 
  143  	101.3680 	  3.8871 	 16.3560 	  6.3430 	  0.3544 	  1.8980 	  7.2670 	 39.1240 	 21.6360 	  2.1231 	  0.0000 	 -0.0030 	200.3535 	GProbe Mitte Grid 010x011 Grid 020x021 
  145  	101.1770 	  3.8994 	 16.2860 	  6.3330 	  0.3722 	  1.9570 	  7.2190 	 38.7630 	 21.5450 	  1.9940 	  0.0000 	  0.0149 	199.5604 	GProbe Mitte Grid 010x011 Grid 020x021 
  146  	101.4560 	  3.9560 	 16.3760 	  6.3990 	  0.3015 	  1.9210 	  7.3710 	 38.6710 	 21.4950 	  1.9756 	  0.0000 	  0.0134 	199.9355 	GProbe Mitte Grid 010x011 Grid 020x021 
  148  	  1.2492 	  0.0032 	  0.0000 	  0.0186 	  0.0031 	  1.1660 	110.8800 	  0.4241 	  0.0126 	  0.0163 	  0.0000 	 -0.0110 	113.7620 	GProbe Mitte Grid 010x011 Grid 020x021 
  149  	  3.2627 	  0.0211 	  0.0000 	  0.0000 	  0.0000 	  1.1448 	110.6460 	  0.4620 	  0.0040 	  0.0151 	  0.0009 	 -0.0060 	115.5505 	GProbe Mitte Grid 010x011 Grid 020x021 
  151  	  1.3903 	  0.0027 	  0.0000 	  0.0000 	  0.0000 	  1.1319 	111.5620 	  0.2999 	  0.0000 	  0.0025 	  0.0140 	  0.0076 	114.4108 	GProbe Mitte Grid 010x011 Grid 020x021 
  152  	  0.9692 	  0.0242 	  0.0001 	  0.0113 	  0.0000 	  1.1194 	112.3130 	  0.3668 	  0.0117 	  0.0022 	  0.0000 	 -0.0200 	114.7979 	GProbe Mitte Grid 010x011 Grid 020x021 
  154  	  2.0139 	  0.0131 	  0.0677 	  0.0000 	  0.0072 	  1.0884 	111.2650 	  0.0000 	  0.0080 	  0.0185 	  0.0000 	 -0.0250 	114.4568 	GProbe Mitte Grid 010x011 Grid 020x021 
  155  	  2.3672 	  0.0179 	  0.0158 	  0.0036 	  0.0000 	  1.1309 	110.8420 	  0.3335 	  0.0015 	  0.0102 	  0.0123 	  0.0078 	114.7427 	GProbe Mitte Grid 010x011 Grid 020x021 
  157  	  1.5371 	  0.0160 	  0.0000 	  0.0000 	  0.0000 	  1.2068 	112.4740 	  0.2045 	  0.0117 	  0.0000 	  0.0023 	 -0.0110 	115.4413 	GProbe Mitte Grid 010x011 Grid 020x021 
  158  	  0.8295 	  0.0000 	  0.0102 	  0.0173 	  0.0000 	  1.1023 	112.2600 	  0.4247 	  0.0000 	  0.0000 	  0.0252 	  0.0189 	114.6880 	GProbe Mitte Grid 010x011 Grid 020x021 
  160  	  0.8007 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.1474 	113.0840 	  0.3145 	  0.0000 	  0.0421 	  0.0000 	 -0.0030 	115.3856 	GProbe Mitte Grid 010x011 Grid 020x021 
  161  	  1.4988 	  0.0061 	  0.0028 	  0.0045 	  0.0114 	  1.1231 	111.9820 	  0.4498 	  0.0000 	  0.0124 	  0.0000 	 -0.0310 	115.0598 	GProbe Mitte Grid 010x011 Grid 020x021 
  163  	  1.8210 	  0.0000 	  0.0003 	  0.0000 	  0.0000 	  1.1699 	113.4520 	  0.3457 	  0.0000 	  0.0000 	  0.0353 	 -0.0110 	116.8132 	GProbe Mitte Grid 010x011 Grid 020x021 
  164  	  2.5100 	  0.0000 	  0.0004 	  0.0093 	  0.0114 	  1.1194 	111.4310 	  0.5240 	  0.0000 	  0.0289 	  0.0230 	 -0.0030 	115.6544 	GProbe Mitte Grid 010x011 Grid 020x021 
  166  	  1.5510 	  0.0032 	  0.0000 	  0.0000 	  0.0000 	  1.1036 	111.3120 	  0.2871 	  0.0226 	  0.0000 	  0.0000 	  0.0089 	114.2883 	GProbe Mitte Grid 010x011 Grid 020x021 
  167  	  0.9652 	  0.0137 	  0.0000 	  0.0000 	  0.0000 	  1.1609 	112.0710 	  0.3686 	  0.0000 	  0.0037 	  0.0000 	 -0.0110 	114.5720 	GProbe Mitte Grid 010x011 Grid 020x021 
  169  	  1.6497 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.1560 	112.1330 	  0.3596 	  0.0000 	  0.0271 	  0.0024 	 -0.0030 	115.3248 	GProbe Mitte Grid 010x011 Grid 020x021 
  170  	  1.8081 	  0.0000 	  0.0001 	  0.0159 	  0.0000 	  1.1322 	111.9420 	  0.5081 	  0.0000 	  0.0228 	  0.0000 	 -0.0180 	115.4111 	GProbe Mitte Grid 010x011 Grid 020x021 
  172  	  1.4134 	  0.0000 	  0.0000 	  0.0046 	  0.0000 	  1.1572 	112.3240 	  0.2568 	  0.0174 	  0.0000 	  0.0101 	 -0.0060 	115.1775 	GProbe Mitte Grid 010x011 Grid 020x021 
  173  	  2.0572 	  0.0000 	  0.0042 	  0.0116 	  0.0000 	  1.1683 	111.8780 	  0.3727 	  0.0000 	  0.0234 	  0.0118 	 -0.0200 	115.5072 	GProbe Mitte Grid 010x011 Grid 020x021 
  175  	  3.5249 	  0.0098 	  0.0144 	  0.0000 	  0.0000 	  1.1158 	110.7700 	  0.0817 	  0.0078 	  0.0131 	  0.0124 	  0.0140 	115.5638 	GProbe Mitte Grid 010x011 Grid 020x021 
  176  	  1.1951 	  0.0071 	  0.0018 	  0.0037 	  0.0229 	  1.1247 	112.2070 	  0.0455 	  0.0000 	  0.0302 	  0.0000 	  0.0013 	114.6392 	GProbe Mitte Grid 010x011 Grid 020x021 
  178  	  1.9852 	  0.0129 	  0.0020 	  0.0000 	  0.0000 	  1.1372 	112.3850 	  0.2995 	  0.0000 	  0.0012 	  0.0000 	  0.0137 	115.8366 	GProbe Mitte Grid 010x011 Grid 020x021 
  179  	  1.5297 	  0.0061 	  0.0033 	  0.0000 	  0.0000 	  1.1416 	111.9900 	  0.3188 	  0.0000 	  0.0000 	  0.0000 	  0.0355 	115.0249 	GProbe Mitte Grid 010x011 Grid 020x021 
  181  	  1.5817 	  0.0000 	  0.0023 	  0.0037 	  0.0000 	  1.1272 	110.9880 	  0.3135 	  0.0000 	  0.0000 	  0.0174 	  0.0038 	114.0375 	GProbe Mitte Grid 010x011 Grid 020x021 
  182  	  1.2140 	  0.0000 	  0.0043 	  0.0000 	  0.0291 	  1.1390 	111.3410 	  0.4568 	  0.0000 	  0.0258 	  0.0000 	 -0.0210 	114.1889 	GProbe Mitte Grid 010x011 Grid 020x021 
  184  	  3.6187 	  0.0017 	  0.0011 	  0.0000 	  0.0000 	  1.1741 	110.4020 	  0.3481 	  0.0117 	  0.0000 	  0.0015 	  0.0084 	115.5673 	GProbe Mitte Grid 010x011 Grid 020x021 
  185  	  1.7105 	  0.0000 	  0.0708 	  0.0000 	  0.0146 	  1.1081 	111.4980 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 -0.0300 	114.3719 	GProbe Mitte Grid 010x011 Grid 020x021 
  187  	  1.6817 	  0.0187 	  0.0095 	  0.0000 	  0.0249 	  1.1158 	111.4660 	  0.2730 	  0.0096 	  0.0000 	  0.0018 	  0.0051 	114.6060 	GProbe Mitte Grid 010x011 Grid 020x021 
  188  	  1.9783 	  0.0007 	  0.0000 	  0.0157 	  0.0000 	  1.1428 	112.1290 	  0.3305 	  0.0000 	  0.0409 	  0.0215 	 -0.0050 	115.6543 	GProbe Mitte Grid 010x011 Grid 020x021 
  190  	  1.8064 	  0.0000 	  0.0044 	  0.0019 	  0.0000 	  1.1788 	111.2910 	  0.6310 	  0.0015 	  0.0000 	  0.0130 	 -0.0010 	114.9269 	GProbe Mitte Grid 010x011 Grid 020x021 
  191  	  1.7534 	  0.0131 	  0.0032 	  0.0000 	  0.0000 	  1.1150 	111.0850 	  0.2071 	  0.0071 	  0.0183 	  0.0000 	  0.0147 	114.2169 	GProbe Mitte Grid 010x011 Grid 020x021 
  193  	  1.1720 	  0.0000 	  0.0033 	  0.0135 	  0.0000 	  1.1257 	111.3560 	  0.4636 	  0.0000 	  0.0142 	  0.0156 	 -0.0080 	114.1558 	GProbe Mitte Grid 010x011 Grid 020x021 
  194  	  2.7383 	  0.0000 	  0.0033 	  0.0034 	  0.0000 	  1.0769 	111.8850 	  0.3742 	  0.0000 	  0.0081 	  0.0000 	 -0.0140 	116.0751 	GProbe Mitte Grid 010x011 Grid 020x021 
  196  	  2.1184 	  0.0158 	  0.0000 	  0.0000 	  0.0000 	  1.1093 	110.6670 	  0.3044 	  0.0188 	  0.0446 	  0.0000 	  0.0081 	114.2863 	GProbe Mitte Grid 010x011 Grid 020x021 
  197  	  1.2676 	  0.0191 	  0.0000 	  0.0016 	  0.0134 	  1.1331 	108.9250 	  0.0000 	  0.0000 	  0.0022 	  0.0076 	 -0.0080 	111.3615 	GProbe Mitte Grid 010x011 Grid 020x021 
  199  	  1.9070 	  0.0201 	  0.0071 	  0.0065 	  0.0000 	  1.1627 	108.4380 	  0.7849 	  0.0000 	  0.0293 	  0.0073 	 -0.0140 	112.3488 	GProbe Mitte Grid 010x011 Grid 020x021 
  200  	  1.7581 	  0.0000 	  0.0000 	  0.0040 	  0.0248 	  1.1390 	108.4650 	  0.2490 	  0.0000 	  0.0284 	  0.0000 	  0.0101 	111.6783 	GProbe Mitte Grid 010x011 Grid 020x021 
  202  	  1.3652 	  0.0000 	  0.0071 	  0.0000 	  0.0134 	  1.1338 	108.6450 	  0.3527 	  0.0015 	  0.0431 	  0.0000 	 -0.0110 	111.5507 	GProbe Mitte Grid 010x011 Grid 020x021 
  203  	  1.5586 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.1146 	108.9170 	  0.4431 	  0.0000 	  0.0440 	  0.0000 	  0.0020 	112.0792 	GProbe Mitte Grid 010x011 Grid 020x021 
  204  	  0.9883 	  0.0000 	  0.0039 	  0.0000 	  0.0000 	  1.1026 	109.2930 	  0.1121 	  0.0040 	  0.0123 	  0.0000 	  0.0013 	111.5174 	GProbe Mitte Grid 010x011 Grid 020x021 
  205  	  1.6552 	  0.0002 	  0.0189 	  0.0000 	  0.0144 	  1.1191 	109.0370 	  0.0000 	  0.0166 	  0.0037 	  0.0000 	 -0.0190 	111.8461 	GProbe Mitte Grid 010x011 Grid 020x021 
  206  	  1.2339 	  0.0070 	  0.0070 	  0.0000 	  0.0000 	  1.0961 	109.6940 	  0.4469 	  0.0101 	  0.0191 	  0.0000 	  0.0035 	112.5175 	GProbe Mitte Grid 010x011 Grid 020x021 
  208  	  2.4963 	  0.0000 	  0.0005 	  0.0094 	  0.0000 	  1.1002 	109.2030 	  0.2958 	  0.0000 	  0.0370 	  0.0053 	 -0.0060 	113.1415 	GProbe Mitte Grid 010x011 Grid 020x021 
  209  	  1.7944 	  0.0184 	  0.0004 	  0.0031 	  0.0000 	  1.1571 	109.5620 	  0.4086 	  0.0000 	  0.0206 	  0.0000 	 -0.0000 	112.9645 	GProbe Mitte Grid 010x011 Grid 020x021 
  211  	  1.1189 	  0.0000 	  0.0035 	  0.0029 	  0.0000 	  1.0733 	109.4040 	  0.3426 	  0.0092 	  0.0422 	  0.0012 	 -0.0110 	111.9867 	GProbe Mitte Grid 010x011 Grid 020x021 
  212  	  2.0496 	  0.0000 	  0.0000 	  0.0071 	  0.0041 	  1.1307 	108.2970 	  0.3308 	  0.0000 	  0.0145 	  0.0082 	 -0.0070 	111.8349 	GProbe Mitte Grid 010x011 Grid 020x021 
  214  	  1.8341 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.1125 	109.3750 	  0.4855 	  0.0000 	  0.0176 	  0.0000 	  0.0133 	112.8379 	GProbe Mitte Grid 010x011 Grid 020x021 
  215  	  1.6616 	  0.0369 	  0.0286 	  0.0000 	  0.0000 	  1.1150 	109.2530 	  0.2150 	  0.0000 	  0.0342 	  0.0172 	 -0.0020 	112.3594 	GProbe Mitte Grid 010x011 Grid 020x021 
  217  	  1.2342 	  0.0212 	  0.0000 	  0.0104 	  0.0000 	  1.1047 	109.3750 	  0.7128 	  0.0000 	  0.0326 	  0.0342 	 -0.0130 	112.5120 	GProbe Mitte Grid 010x011 Grid 020x021 
  218  	  1.5462 	  0.0148 	  0.0023 	  0.0000 	  0.0000 	  1.0948 	109.5260 	  0.6111 	  0.0000 	  0.0176 	  0.0000 	 -0.0160 	112.7967 	GProbe Mitte Grid 010x011 Grid 020x021 
  220  	  1.5132 	  0.0196 	  0.0023 	  0.0220 	  0.0000 	  1.1313 	109.2420 	  0.4366 	  0.0000 	  0.0225 	  0.0170 	 -0.0140 	112.3924 	GProbe Mitte Grid 010x011 Grid 020x021 
  221  	  1.6717 	  0.0179 	  0.0000 	  0.0244 	  0.0000 	  1.1425 	109.6830 	  0.4285 	  0.0000 	  0.0065 	  0.0237 	 -0.0250 	112.9731 	GProbe Mitte Grid 010x011 Grid 020x021 
  223  	  3.7955 	  0.0126 	  0.0044 	  0.0093 	  0.0000 	  1.1036 	108.6640 	  0.4133 	  0.0242 	  0.0339 	  0.0000 	 -0.0080 	114.0527 	GProbe Mitte Grid 010x011 Grid 020x021 
  224  	  1.5285 	  0.0005 	  0.0000 	  0.0000 	  0.0000 	  1.1057 	109.7300 	  0.3191 	  0.0000 	  0.0397 	  0.0000 	  0.0033 	112.7268 	GProbe Mitte Grid 010x011 Grid 020x021 
  226  	  1.4765 	  0.0148 	  0.0011 	  0.0119 	  0.0000 	  1.1235 	109.9480 	  0.4484 	  0.0012 	  0.0527 	  0.0000 	 -0.0190 	113.0591 	GProbe Mitte Grid 010x011 Grid 020x021 
  227  	  1.3983 	  0.0150 	  0.0003 	  0.0000 	  0.0000 	  1.1323 	110.3010 	  0.4012 	  0.0058 	  0.0271 	  0.0000 	 -0.0100 	113.2709 	GProbe Mitte Grid 010x011 Grid 020x021 
